타임스탬프,명칭,한자,위치,분류,이미지,기여자 기록용 별명 (한 번만 적어주시면 됩니다)
2024. 8. 13 오후 10:05:46,정(우물),井,"5624, 1066",미상,북궐도형,
2024. 8. 13 오후 10:06:16,임숙문,臨肅門,"5674, 792",문,북궐도형,
2024. 8. 13 오후 10:06:41,재실,齋室,"5535, 826",건물,북궐도형,
2024. 8. 13 오후 10:07:16,융소문,隆昭門,"5463, 749",문,북궐도형,
2024. 8. 13 오후 10:07:46,문경전,文慶殿,"5276, 756",건물,북궐도형,
2024. 8. 13 오후 10:08:38,영서문,寧西門,"5020, 900",문,북궐도형,
2024. 8. 13 오후 10:09:16,건소문,建昭門,"5027, 602",문,북궐도형,
2024. 8. 13 오후 10:10:18,청목문,淸穆門,"5710, 446",문,북궐도형,
2024. 8. 13 오후 10:11:04,흥청문,興淸門,"5564, 561",문,북궐도형,
2024. 8. 13 오후 10:11:27,경유문,景維門,"5402, 459",문,북궐도형,
2024. 8. 13 오후 10:13:29,정(우물),井,"5415, 531",미상,북궐도형,
2024. 8. 13 오후 10:14:05,회안전 수궁,會安殿 守宮,"5240, 242",건물,북궐도형,
2024. 8. 13 오후 10:14:30,장유문,章猶門,"5171, 325",문,북궐도형,
2024. 8. 13 오후 10:14:51,정양문,正陽門,"5117, 528",문,북궐도형,
2024. 8. 13 오후 10:15:20,회안전,會安殿,"5026, 324",건물,북궐도형,
2024. 8. 13 오후 10:15:58,경관문,景觀門,"5141, 458",문,북궐도형,
2024. 8. 13 오후 10:16:51,명덕문,明德門,"4869, 313",문,북궐도형,
2024. 8. 13 오후 10:17:22,기원문,綺元門,"4549, 324",문,북궐도형,
2024. 8. 13 오후 10:30:18,달숙문,達肅門,"4533, 535",문,북궐도형,
2024. 8. 13 오후 10:30:41,경안문,景安門,"4360, 519",문,북궐도형,
2024. 8. 13 오후 10:31:10,인수문,仁壽門,"4387, 384",문,북궐도형,
2024. 8. 13 오후 10:31:31,정(우물),井,"4279, 292",미상,북궐도형,
2024. 8. 13 오후 10:31:59,태원전,泰元殿,"4202, 505",건물,북궐도형,
2024. 8. 13 오후 10:32:31,영사재,永思齋,"4136, 613",건물,북궐도형,
2024. 8. 13 오후 10:32:59,대서문,戴瑞門,"4182, 671",문,북궐도형,
2024. 8. 13 오후 10:33:26,정(우물),井,"4294, 970",미상,북궐도형,
2024. 8. 13 오후 10:33:57,공묵재,恭默齋,"4408, 625",건물,북궐도형,
2024. 8. 13 오후 10:34:26,홍경문,弘景門,"4474, 698",문,북궐도형,
2024. 8. 13 오후 10:34:47,일중문,日中門,"4649, 908",문,북궐도형,
2024. 8. 13 오후 10:36:42,응벽문,凝碧門,"4886, 833",문,북궐도형,
2024. 8. 13 오후 10:37:48,숙문당,肅聞堂,"4043, 356",건물,북궐도형,
2024. 8. 13 오후 10:38:10,추성문,秋成門,"3573, 379",문,북궐도형,
2024. 8. 13 오후 10:38:29,금화문,金華門,"3472, 380",문,북궐도형,
2024. 8. 13 오후 10:38:57,화풍문,和豊門,"3356, 535",문,북궐도형,
2024. 8. 13 오후 10:39:47,수문장청,守門將廳,"3697, 1086",건물,북궐도형,
2024. 8. 13 오후 10:40:07,정(우물),井,"4008, 958",미상,북궐도형,
2024. 8. 13 오후 10:41:29,신무문,神武門,"3625, 1207",문,북궐도형,
2024. 8. 13 오후 10:42:39,창회문,彰會門,"3811, 1132",문,북궐도형,
2024. 8. 13 오후 10:43:02,지(연못),池,"3813, 1343",미상,북궐도형,
2024. 8. 13 오후 10:43:31,종각,鍾閣,"3888, 1332",건물,북궐도형,
2024. 8. 13 오후 10:43:57,팔우정,八隅亭,"3715, 1399",건물,북궐도형,
2024. 8. 13 오후 10:44:16,집옥재,集玉齋,"3725, 1508",건물,북궐도형,
2024. 8. 13 오후 10:44:36,협길당,協吉堂,"3723, 1631",건물,북궐도형,
2024. 8. 13 오후 10:45:19,보성문,寶成門,"3911, 1411",문,북궐도형,
2024. 8. 13 오후 10:45:46,가회정,嘉會亭,"3987, 1406",건물,북궐도형,
2024. 8. 13 오후 10:46:19,보현당,寶賢堂,"4023, 1506",건물,북궐도형,
2024. 8. 13 오후 10:46:49,금로문,金露門,"3945, 1439",문,북궐도형,
2024. 8. 13 오후 10:47:39,일영문,日永門,"4107, 1344",문,북궐도형,
2024. 8. 13 오후 10:47:58,일접문,日接門,"4112, 1508",문,북궐도형,
2024. 8. 13 오후 10:48:24,광림문,廣臨門,"4160, 1323",문,북궐도형,
2024. 8. 13 오후 10:48:54,건선문,建善門,"4143, 1633",문,북궐도형,
2024. 8. 13 오후 10:49:23,유형문,維亨門,"4618, 1316",문,북궐도형,
2024. 8. 13 오후 10:49:57,평락문,平樂門,"4777, 1590",문,북궐도형,
2024. 8. 13 오후 10:50:21,예성문,禮成門,"4947, 1600",문,북궐도형,
2024. 8. 13 오후 10:51:53,파수간,把守間,"6662, 436",건물,북궐도형,
2024. 8. 13 오후 10:52:25,궁방고,弓房庫,"6828, 1141",건물,북궐도형,
2024. 8. 13 오후 10:53:30,협의문,協義門,"7249, 1689",문,북궐도형,
2024. 8. 13 오후 10:54:00,융무루,隆武樓,"7524, 1673",건물,북궐도형,
2024. 8. 13 오후 10:54:43,정(우물),井,"8043, 1637",미상,북궐도형,
2024. 8. 13 오후 10:55:55,서소위장직소,西所衛將直所,"8064, 555",건물,북궐도형,
2024. 8. 13 오후 10:56:35,연지,蓮池,"8928, 1446",미상,북궐도형,
2024. 8. 13 오후 10:56:54,십자각,十字閣,"9116, 547",건물,북궐도형,
2024. 8. 19 오전 11:21:03,숭의문,崇義門,"367, 330",문,서궐도안,
2024. 8. 19 오전 11:21:37,남소,南所,"603, 249",건물,서궐도안,
2024. 8. 19 오전 11:22:51,일영대,日影臺,"605, 520",건물,서궐도안,정현
2024. 8. 19 오전 11:24:33,금루,禁漏,"644, 630",건물,서궐도안,
2024. 8. 19 오전 11:26:37,직조청,織造廳,"336, 694",건물,서궐도안,
2024. 8. 19 오전 11:27:00,봉안각,奉安閣,"271, 720",건물,서궐도안,
2024. 8. 19 오전 11:27:26,봉안각,奉安閣,"272, 755",건물,서궐도안,
2024. 8. 19 오전 11:28:03,옥당(홍문관),玉堂,"931, 1094",건물,서궐도안,
2024. 8. 19 오전 11:28:56,도총 대청,都摠大廳,"1041, 1107",건물,서궐도안,
2024. 8. 19 오전 11:29:18,도총부,都摠府,"1048, 1203",건물,서궐도안,
2024. 8. 19 오전 11:29:54,약방,藥房,"949, 1241",건물,서궐도안,
2024. 8. 19 오전 11:30:31,금상문,金商門,"885, 1225",문,서궐도안,
2024. 8. 19 오전 11:31:18,무겸청,武兼廳,"844, 1266",건물,서궐도안,
2024. 8. 19 오전 11:34:11,내각,內閣,"647, 1198",건물,서궐도안,
2024. 8. 19 오전 11:34:57,호위청,扈衛廳,"782, 1331",건물,서궐도안,
2024. 8. 19 오전 11:44:00,광순문,光順門,"532, 1273",문,서궐도안,
2024. 8. 19 오전 11:44:37,장덕문,章德門,"481, 1302",문,서궐도안,
2024. 8. 19 오전 11:45:45,위선당(영경당),爲善堂(靈慶堂),"391, 1373",건물,서궐도안,
2024. 8. 19 오전 11:46:38,영렬천,靈洌泉,"410, 1294",지명,서궐도안,
2024. 8. 19 오전 11:47:10,제광문,霽光門,"384, 1496",문,서궐도안,
2024. 8. 19 오전 11:48:22,암천(서암),巖泉(瑞巖),"345, 1543",지명,서궐도안,
2024. 8. 19 오전 11:50:20,도수연,陶遂椽,"248, 1541",건물,서궐도안,
2024. 8. 19 오전 11:50:38,궁소,宮所,"214, 1546",건물,서궐도안,
2024. 8. 19 오전 11:51:10,통선문,通善門,"231, 1508",문,서궐도안,
2024. 8. 19 오전 11:51:48,원무문,元武門,"209, 1571",문,서궐도안,
2024. 8. 19 오전 11:52:45,태령전(읍화당),泰寧殿(浥華堂),"315, 1661",건물,서궐도안,
2024. 8. 19 오후 1:08:01,현무문,顯武門,"267, 1722",문,서궐도안,
2024. 8. 19 오후 1:08:49,자정전,資政殿,"310, 1810",건물,서궐도안,
2024. 8. 19 오후 1:09:31,숭정전,崇政殿,"392, 1740",건물,서궐도안,
2024. 8. 19 오후 1:09:54,향실,香室,"436, 1640",건물,서궐도안,
2024. 8. 19 오후 1:10:11,실,室,"490, 1596",건물,서궐도안,
2024. 8. 19 오후 1:10:44,의추문,宜秋門,"521, 1570",문,서궐도안,
2024. 8. 19 오후 1:12:56,정태문,正兌門,"533, 1496",문,서궐도안,
2024. 8. 19 오후 1:13:30,내삼청,內三廳,"561, 1535",건물,서궐도안,
2024. 8. 19 오후 1:14:04,숭정문,崇政門,"601, 1576",문,서궐도안,
2024. 8. 19 오후 1:14:32,예문관,藝文館,"659, 1441",건물,서궐도안,
2024. 8. 19 오후 1:15:08,약원,藥院,"991, 1455",건물,서궐도안,
2024. 8. 19 오후 1:17:40,도감군사대직청,都監軍士大直廳,"951, 1558",건물,서궐도안,
2024. 8. 19 오후 1:18:22,정원(승정원),政院(承政院),"984, 1700",건물,서궐도안,
2024. 8. 19 오후 1:19:53,연화문,延和門,"856, 1568",문,서궐도안,
2024. 8. 19 오후 1:20:25,선전관청,宣傳官廳,"812, 1573",건물,서궐도안,
2024. 8. 19 오후 1:20:43,서방색,書房色,"701, 1653",건물,서궐도안,
2024. 8. 19 오후 1:21:04,궁방,弓房,"722, 1681",건물,서궐도안,
2024. 8. 19 오후 1:23:17,억석와(사알방),憶昔窩(司謁房),"837, 1664",건물,서궐도안,
2024. 8. 19 오후 1:23:41,사옹원,司饔院,"855, 1715",건물,서궐도안,
2024. 8. 19 오후 1:24:35,통양문,通陽門,"644, 1787",문,서궐도안,
2024. 8. 19 오후 1:25:24,서화문,西華門,"552, 1871",문,서궐도안,
2024. 8. 19 오후 1:26:26,용작문,★,"510, 1893",문,서궐도안,
2024. 8. 19 오후 1:27:18,명덕문,明德門,"292, 1900",문,서궐도안,
2024. 8. 19 오후 1:33:00,명의문,★,"269, 1937",문,서궐도안,
2024. 8. 19 오후 1:33:43,명무문,★,"152, 1923",문,서궐도안,
2024. 8. 19 오후 1:36:12,계상당(영소전),啓祥堂(永昭殿),"111, 2017",건물,서궐도안,
2024. 8. 19 오후 2:55:49,흥화문,興化門,"828, 3199",문,서궐도안,
2024. 8. 19 오후 2:56:09,금천교,金川橋,"863, 2879",건물,서궐도안,
2024. 8. 19 오후 2:56:26,숭광문,崇光門,"771, 2985",문,서궐도안,
2024. 8. 19 오후 2:56:41,영경문,永慶門,"627, 3095",문,서궐도안,
2024. 8. 19 오후 2:57:02,천추문,★,"592, 3095",문,서궐도안,
2024. 8. 19 오후 2:57:23,흥원문,興元門,"546, 3542",문,서궐도안,
2024. 8. 19 오후 2:57:41,"상의원(승문원, 문안청, 면복각, 치미각)",尙衣院,"423, 3478",건물,서궐도안,
2024. 8. 19 오후 2:57:58,취규문,聚奎門,"447, 3098",문,서궐도안,
2024. 8. 19 오후 2:58:18,영월문,★,"449, 3032",문,서궐도안,
2024. 8. 19 오후 2:58:35,영선문,★,"447, 2975",문,서궐도안,
2024. 8. 19 오후 2:59:02,소명문,★,"353, 3152",문,서궐도안,
2024. 8. 19 오후 2:59:16,추모당(경선당),追慕堂(慶善堂),"354, 3078",건물,서궐도안,
2024. 8. 19 오후 2:59:31,사정문,★,"351, 3019",문,서궐도안,
2024. 8. 19 오후 2:59:49,헌경문,★,"358, 2983",문,서궐도안,
2024. 8. 19 오후 3:00:07,사명문,★,"323, 2982",문,서궐도안,
2024. 8. 19 오후 3:00:24,집희당(채면당),緝熙堂(綵綿堂),"322, 2893",건물,서궐도안,
2024. 8. 19 오후 3:00:43,심서헌,審書軒,"283, 3012",건물,서궐도안,
2024. 8. 19 오후 3:01:23,평장문,平章門,"231, 3189",문,서궐도안,
2024. 8. 19 오후 3:01:51,연준문,★,"234, 3054",문,서궐도안,
2024. 8. 19 오후 3:02:21,건원문,★,"233, 3022",문,서궐도안,
2024. 8. 19 오후 3:02:39,장선문,★,"236, 2996",문,서궐도안,
2024. 8. 19 오후 3:02:56,중광문,重光門,"220, 3005",문,서궐도안,
2024. 8. 19 오후 3:03:12,헌춘문,★,"266, 2959",문,서궐도안,
2024. 8. 19 오후 3:03:25,회주문,★,"268, 2919",문,서궐도안,
2024. 8. 19 오후 3:03:41,정의문,★,"224, 2838",문,서궐도안,
2024. 8. 19 오후 3:03:54,연강문,★,"350, 2792",문,서궐도안,
2024. 8. 19 오후 3:04:09,명희문,★,"313, 2786",문,서궐도안,
2024. 8. 19 오후 3:04:32,중례문,★,"460, 2729",문,서궐도안,
2024. 8. 19 오후 3:04:51,경의헌,敬義軒,"152, 2825",건물,서궐도안,
2024. 8. 19 오후 3:05:06,용비루,龍飛樓,"160, 2757",건물,서궐도안,
2024. 8. 19 오후 3:05:20,만세문,★,"206, 2693",문,서궐도안,
2024. 8. 19 오후 3:05:45,백상헌,百祥軒,"203, 2635",건물,서궐도안,
2024. 8. 19 오후 3:06:00,봉상루,鳳翔樓,"160, 2657",건물,서궐도안,
2024. 8. 19 오후 3:06:13,장락전,長樂殿,"128, 2717",건물,서궐도안,
2024. 8. 19 오후 3:06:27,어조당,魚藻堂,"235, 2567",건물,서궐도안,
2024. 8. 19 오후 3:06:48,통의문,★,"300, 2545",문,서궐도안,
2024. 8. 19 오후 3:07:13,지(연못),池,"282, 2666",미상,서궐도안,
2024. 8. 19 오후 3:07:43,경성문,★,"191, 2510",문,서궐도안,
2024. 8. 19 오후 3:07:58,천성합,天成閤,"170, 2474",건물,서궐도안,
2024. 8. 19 오후 3:08:13,인휘문,★,"149, 2496",문,서궐도안,
2024. 8. 19 오후 3:08:30,만경문,★,"121, 2516",문,서궐도안,
2024. 8. 19 오후 3:08:42,광명전,光明殿,"108, 2448",건물,서궐도안,
2024. 8. 19 오후 3:09:00,회극문,會極門,"60, 2458",문,서궐도안,
2024. 8. 19 오후 3:09:15,주상문,★,"89, 2425",문,서궐도안,
2024. 8. 19 오후 3:09:36,백복문,百福門,"131, 2385",문,서궐도안,
2024. 8. 19 오후 3:09:56,납량문,納凉門,"146, 2386",문,서궐도안,
2024. 8. 19 오후 3:10:12,건례문,建禮門,"196, 2368",문,서궐도안,
2024. 8. 19 오후 3:10:31,상휘당,祥暉堂,"124, 2357",건물,서궐도안,
2024. 8. 19 오후 3:10:48,영화정(영취정),瑛華亭(暎翠亭),"0, 2431",건물,서궐도안,
2024. 8. 19 오후 3:11:07,청안문,淸安門,"19, 2377",문,서궐도안,
2024. 8. 19 오후 3:11:23,춘화정(춘화각),春和亭(春和閣),"42, 2346",건물,서궐도안,
2024. 8. 19 오후 3:11:38,보안문,保安門,"68, 2325",문,서궐도안,
2024. 8. 19 오후 3:11:59,장녕문,★,"97, 2315",문,서궐도안,
2024. 8. 19 오후 3:12:19,함경문,★,"209, 2286",문,서궐도안,
2024. 8. 19 오후 3:12:36,경화문,景和門,"151, 2247",문,서궐도안,
2024. 8. 19 오후 3:13:30,달례문,★,"188, 2249",문,서궐도안,
2024. 8. 19 오후 3:13:45,무덕문,武德門,"49, 2240",문,서궐도안,
2024. 8. 19 오후 3:14:08,억석사,★,"93, 2218",건물,서궐도안,
2024. 8. 19 오후 3:14:25,자극문,★,"81, 2175",문,서궐도안,
2024. 8. 19 오후 3:14:41,현명문,★,"113, 2142",문,서궐도안,
2024. 8. 19 오후 3:14:56,함량문,★,"174, 2149",문,서궐도안,
2024. 8. 19 오후 3:15:12,정운문,淨雲門,"191, 2087",문,서궐도안,
2024. 8. 19 오후 3:15:26,월화문,月華門,"169, 2016",문,서궐도안,
2024. 8. 19 오후 3:16:11,경현문,景賢門,"837, 2502",문,서궐도안,
2024. 8. 19 오후 3:16:28,지(연못),池,"826, 2454",미상,서궐도안,
2024. 8. 19 오후 3:16:43,경현당,景賢堂,"726, 2487",건물,서궐도안,
2024. 8. 19 오후 3:17:05,협화문,★,"827, 2565",문,서궐도안,
2024. 8. 19 오후 3:17:23,문헌각,文獻閣,"764, 2619",건물,서궐도안,
2024. 8. 19 오후 3:18:09,양덕당(승휘전),養德堂(承暉殿),"627, 2561",건물,서궐도안,
2024. 8. 19 오후 3:18:24,숭덕문,★,"681, 2563",문,서궐도안,
2024. 8. 19 오후 3:18:38,함춘헌,含春軒,"643, 2634",건물,서궐도안,
2024. 8. 19 오후 3:19:01,계명문,鷄鳴門,"604, 2683",문,서궐도안,
2024. 8. 19 오후 3:19:18,단쇄문,★,"573, 2660",문,서궐도안,
2024. 8. 19 오후 3:19:46,전설사,★,"959, 2407",건물,서궐도안,
2024. 8. 19 오후 3:20:06,빈청,賓廳,"983, 2299",건물,서궐도안,
2024. 8. 19 오후 3:20:28,마구(사복시),馬廐,"1054, 2271",건물,서궐도안,
2024. 8. 19 오후 3:20:50,내구,內廐,"1085, 2087",건물,서궐도안,
2024. 8. 19 오후 3:21:10,개양문,開陽門,"1112, 1901",문,서궐도안,
2024. 8. 19 오후 3:21:29,회경문,★,"844, 2249",문,서궐도안,
2024. 8. 19 오후 3:21:55,청화문,★,"798, 2359",문,서궐도안,
2024. 8. 19 오후 3:22:13,통광문,★,"768, 2388",문,서궐도안,
2024. 8. 19 오후 3:22:32,통현문,★,"701, 2440",문,서궐도안,
2024. 8. 19 오후 3:22:49,서성문,瑞星門,"705, 2320",문,서궐도안,
2024. 8. 19 오후 3:23:08,경운문,慶雲門,"663, 2335",문,서궐도안,
2024. 8. 19 오후 3:23:28,만녕문,萬寧門,"661, 2360",문,서궐도안,
2024. 8. 19 오후 3:24:02,일증문,★,"671, 2449",문,서궐도안,
2024. 8. 19 오후 3:24:18,안희헌,安喜軒,"655, 2476",건물,서궐도안,
2024. 8. 19 오후 3:24:36,삼선문,★,"609, 2515",문,서궐도안,
2024. 8. 19 오후 3:24:54,상희문,★,"616, 2457",문,서궐도안,
2024. 8. 19 오후 3:25:09,지효합,至孝閤,"549, 2500",건물,서궐도안,
2024. 8. 19 오후 3:25:25,봉화문,★,"543, 2457",문,서궐도안,
2024. 8. 19 오후 3:25:47,영상문,★,"604, 2401",문,서궐도안,
2024. 8. 19 오후 3:26:05,청한정,淸閑亭,"553, 2368",건물,서궐도안,
2024. 8. 19 오후 3:26:22,가회문,嘉會門,"476, 2365",문,서궐도안,
2024. 8. 19 오후 3:26:43,인의문,★,"408, 2475",문,서궐도안,
2024. 8. 19 오후 3:26:57,일신헌,日新軒,"374, 2450",건물,서궐도안,
2024. 8. 19 오후 3:27:19,융무당(관취당),隆武堂(觀聚堂),"352, 2397",건물,서궐도안,
2024. 8. 19 오후 3:27:42,광달문,廣達門,"840, 1932",문,서궐도안,
2024. 8. 19 오후 3:28:49,징청문,澄淸門,"575, 2288",문,서궐도안,
2024. 8. 19 오후 3:29:15,현모문,顯謨門,"744, 2031",문,서궐도안,
2024. 8. 19 오후 3:29:33,사은원,★,"729, 1966",건물,서궐도안,
2024. 8. 19 오후 3:29:49,사재문,★,"712, 2024",문,서궐도안,
2024. 8. 19 오후 3:30:16,존현각,尊賢閣,"657, 2074",건물,서궐도안,
2024. 8. 19 오후 3:30:35,관문루,觀文樓,"655, 2079",건물,서궐도안,
2024. 8. 19 오후 3:30:57,동이루,東二樓,"660, 2037",건물,서궐도안,
2024. 8. 19 오후 3:31:21,흥정문,興政門,"662, 2005",문,서궐도안,
2024. 8. 19 오후 3:31:56,상한각,嘗閒閣,"653, 2056",건물,서궐도안,
2024. 8. 19 오후 3:32:12,친현각,親賢閣,"661, 1944",건물,서궐도안,
2024. 8. 19 오후 3:32:29,취월헌,醉月軒,"658, 1909",건물,서궐도안,
2024. 8. 19 오후 3:32:53,흥태문,興泰門,"644, 2105",문,서궐도안,
2024. 8. 19 오후 3:33:07,향영문,嚮榮門,"644, 2059",문,서궐도안,
2024. 8. 19 오후 3:33:29,정색당,貞賾堂,"625, 2077",건물,서궐도안,
2024. 8. 19 오후 3:33:55,규정각,揆政閣,"608, 2093",건물,서궐도안,
2024. 8. 19 오후 3:34:19,숭양문,崇陽門,"567, 2124",문,서궐도안,
2024. 8. 19 오후 3:34:42,영광문,永光門,"567, 2091",문,서궐도안,
2024. 8. 19 오후 3:34:57,단휘문,丹輝門,"573, 2073",문,서궐도안,
2024. 8. 19 오후 3:35:15,주명문,朱明門,"574, 2060",문,서궐도안,
2024. 8. 19 오후 3:35:29,흥정당,興政堂,"559, 2014",건물,서궐도안,
2024. 8. 19 오후 3:37:41,금요문,金耀門,"627, 1926",문,서궐도안,
2024. 8. 19 오후 3:38:00,광명문,★,"611, 1914",문,서궐도안,
2024. 8. 19 오후 3:38:14,정시합,正始閤,"560, 1956",건물,서궐도안,
2024. 8. 19 오후 3:38:33,영선당,永善堂,"516, 1990",건물,서궐도안,
2024. 8. 19 오후 3:38:53,청광문,淸光門,"501, 2041",문,서궐도안,
2024. 8. 19 오후 3:39:15,흥복문,興福門,"517, 2042",문,서궐도안,
2024. 8. 19 오후 3:39:32,사현각,思賢閣,"517, 2076",건물,서궐도안,
2024. 8. 19 오후 3:39:51,집경당,集慶堂,"430, 2026",건물,서궐도안,
2024. 8. 19 오후 3:40:09,보서문,報瑞門,"483, 2043",문,서궐도안,
2024. 8. 19 오후 3:40:43,억석랑,憶昔廊,"486, 2074",건물,서궐도안,
2024. 8. 19 오후 3:41:01,춘광문,春光門,"486, 2098",문,서궐도안,
2024. 8. 19 오후 3:41:19,일영문,日永門,"480, 2147",문,서궐도안,
2024. 8. 19 오후 3:42:02,덕유당,德游堂,"320, 1975",건물,서궐도안,
2024. 8. 19 오후 3:42:21,사물헌,四勿軒,"349, 1935",건물,서궐도안,
2024. 8. 19 오후 3:42:40,숙성문,肅成門,"392, 1904",문,서궐도안,
2024. 8. 19 오후 3:44:27,연경문,延慶門,"371, 2017",문,서궐도안,
2024. 8. 19 오후 3:44:55,함장문,含章門,"407, 1987",문,서궐도안,
2024. 8. 19 오후 3:45:24,청상문,淸商門,"427, 1984",문,서궐도안,
2024. 8. 19 오후 4:02:12,회화문,會和門,"362, 2265",문,서궐도안,
2024. 8. 19 오후 4:02:31,개경문,開景門,"358, 2164",문,서궐도안,
2024. 8. 19 오후 4:02:49,융복전,隆福殿,"392, 2208",건물,서궐도안,
2024. 8. 19 오후 4:04:09,충화문,冲和門,"487, 2206",문,서궐도안,
2024. 8. 19 오후 4:04:33,옹화문,甕和門,"469, 2221",문,서궐도안,
2024. 8. 19 오후 4:05:09,춘앵문,春鶯門,"455, 2274",문,서궐도안,
2024. 8. 19 오후 4:05:33,금명문,金明門,"403, 2295",문,서궐도안,
2024. 8. 19 오후 4:06:00,경륜재,經綸齋,"421, 2317",건물,서궐도안,
2024. 8. 19 오후 4:06:15,주화문,朱華門,"449, 2334",문,서궐도안,
2024. 8. 19 오후 4:08:16,보장문,寶章門,"512, 2259",문,서궐도안,
2024. 8. 19 오후 4:08:52,회장각,會藏閣,"405, 2166",건물,서궐도안,
2024. 8. 19 오후 4:09:57,회상전,會祥殿,"396, 2107",건물,서궐도안,
2024. 8. 19 오후 4:10:32,무일합,無逸閤,"417, 2063",건물,서궐도안,
2024. 8. 19 오후 4:10:44,남려문,南呂門,"423, 2075",문,서궐도안,
2024. 8. 19 오후 4:11:44,창선각,★,"450, 2121",건물,서궐도안,
2024. 8. 20 오후 2:50:12,시강원(추정),侍講院,"998, 1887",건물,서궐도안,
2024. 8. 20 오후 3:41:03,경희궁(경덕궁),慶熙宮(慶德宮),"7, 45",건물,서궐도안,
2024. 8. 20 오후 3:59:58,★★문,★★門,"66, 2626",문,서궐도안,
2024. 8. 20 오후 4:46:54,자정문,資政門,"399, 1804",문,서궐도안,
2024. 8. 20 오후 4:48:47,여춘문,麗春門,"466, 1839",문,서궐도안,
2024. 8. 20 오후 4:57:23,우문각,右門閣,"337, 1782",건물,서궐도안,
2024. 8. 20 오후 4:58:46,함화문,咸和門,"358, 1864",문,서궐도안,
2024. 8. 20 오후 5:01:58,관덕대,觀德臺,"365, 1887",건물,서궐도안,
2024. 8. 20 오후 5:03:54,태령문,泰寧門,"428, 1602",문,서궐도안,
2024. 8. 20 오후 5:08:03,건경문,建慶門,"369, 1710",문,서궐도안,
2024. 8. 20 오후 5:09:44,집화문,集和門,"419, 1650",문,서궐도안,
2024. 8. 27 오전 10:41:44,백상문,百祥門,"504, 2090",문,서궐도안,
2024. 8. 27 오전 10:45:52,화의문,和義門,"581, 1973",문,서궐도안,
2024. 8. 27 오전 10:53:33,집청문,集靑門,"644, 2089",문,서궐도안,
2024. 8. 27 오전 10:54:29,향욱문,嚮旭門,"632, 2107",문,서궐도안,
2024. 8. 27 오전 11:10:14,금재문,今在門,"696, 2051",문,서궐도안,
2024. 8. 27 오전 11:11:52,성조문,星鳥門,"475, 2292",문,서궐도안,
2024. 8. 30 오후 2:01:53,건명문,建明門,"875, 2550",문,서궐도안,
2024. 8. 30 오후 2:04:48,송단,松壇,"56, 1006",건물,서궐도안,
2024. 8. 30 오후 2:07:57,벽파담,碧波潭,"401, 2046",미상,서궐도안,
2024. 10. 17 오후 8:18:14,선인문,宣仁門,"2586, 4666",문,동궐도,
2024. 10. 17 오후 8:19:03,시민당(터),時敏堂,"2628, 3580",건물,동궐도,
,주성리,鑄成里,"2147, 1570",지명,수선전도,
,이사(니사),尼舍,"2240, 1526",지명,수선전도,
,수철리,水鉄里,"2206, 1497",지명,수선전도,
,두모포,豆毛浦,"2243, 1455",지명,수선전도,
,한강진,漢江鎭,"2254, 1374",지명,수선전도,
,보강리,保江里,"2319, 1133",지명,수선전도,
,서빙고,西氷庫,"2350, 887",건물,수선전도,
,외부어현,外夫於峴,"2211, 1223",지명,수선전도,
,작부어치,勺夫於峙,"2263, 918",지명,수선전도,
,목멱산,木覔山,"2173, 999",지명,수선전도,
,봉대,烽臺,"2213, 884",지명,수선전도,
,동작동,洞雀洞,"2356, 506",지명,수선전도,
,성북동,城北洞,"855, 1172",지명,수선전도,
,내원암,內院庵,"720, 1096",건물,수선전도,
,대성문,大城門,"716, 786",문,수선전도,
,향림,香林,"794, 794",지명,수선전도,
,전관교(전곶교),箭串橋,"1854, 1794",건물,수선전도,
,차현(거현),車峴,"1788, 1776",지명,수선전도,
,안정사,安定寺,"1844, 1661",건물,수선전도,
,왕심리,旺深里,"1691, 1742",지명,수선전도,
,영도교,永渡橋,"1615, 1709",건물,수선전도,
,인창방,仁昌坊,"1526, 1655",지명,수선전도,
,동묘,東廟,"1490, 1675",건물,수선전도,
,동지,東池,"1569, 1594",지명,수선전도,
,오간수문,五間水門,"1571, 1552",건물,수선전도,
,이간수문,二間水門,"1670, 1563",건물,수선전도,
,답심리,踏深里,"1599, 1802",지명,수선전도,
,동활인서,東活人署,"1834, 1605",건물,수선전도,
,광희문,光熙門,"1847, 1573",문,수선전도,
,둔지산,屯之山,"2300, 564",지명,수선전도,
,둔지방,屯之坊,"2226, 540",지명,수선전도,
,이태원,利泰院,"2254, 702",지명,수선전도,
,전생서,典牲署,"2177, 595",건물,수선전도,
,와현,瓦峴,"2290, 460",지명,수선전도,
,와서,瓦署,"2318, 434",건물,수선전도,
,사남기,沙南基,"2345, 391",지명,수선전도,
,만초천,蔓草川,"2309, 389",지명,수선전도,
,당현,堂峴,"2277, 396",지명,수선전도,
,석우,石隅,"2235, 406",지명,수선전도,
,군자감,軍資監,"2248, 343",건물,수선전도,
,용산,龍山,"2271, 297",지명,수선전도,
,읍청루,挹淸樓,"2286, 271",건물,수선전도,
,신창,新倉,"2191, 356",건물,수선전도,
,효창묘,孝昌墓,"2157, 323",지명,수선전도,
,토정,土亭,"2135, 181",건물,수선전도,
,동문,東門,"599, 1021",문,수선전도,
,진국사,鎭國寺,"576, 648",건물,수선전도,
,국녕사,國寧寺,"700, 478",건물,수선전도,
,진관사,津寬寺,"683, 343",건물,수선전도,
